1	1	20
7	1	1	0
4	9	1	0
7	1	1	0
2	1	1	0
7	1	1	0
2	1	1	0
7	1	1	0
2	1	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
2	1	1	0
7	1	1	0
4	9	1	0
7	1	1	0
2	1	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
2	1	1	0
7	1	1	0
2	1	1	0
7	1	1	0
4	9	1	0
7	1	1	0
2	1	1	0
7	1	1	0
2	1	1	0
7	1	1	0
2	1	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
1	1	1	0
4	9	1	0
1	1	1	0
4	9	1	0
1	1	1	0
6	1	1	0
1	1	1	0
6	1	1	0
1	1	1	0
4	9	1	0
1	1	1	0
6	1	1	0
1	1	1	0
6	1	1	0
1	1	1	0
4	9	1	0
1	1	1	0
6	1	1	0
1	1	1	0
6	1	1	0
1	1	1	0
6	1	1	0
1	1	1	0
4	9	1	0
1	1	1	0
4	9	1	0
1	1	1	0
6	1	1	0
1	1	1	0
4	9	1	0
1	1	1	0
4	9	1	0
1	1	1	0
6	1	1	0
1	1	1	0
6	1	1	0
1	1	1	0
4	9	1	0
1	1	1	0
4	9	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
1	1	1	0
64	19	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
8	9	1	0
3	1	1	0
8	9	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
8	9	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
8	9	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
7	1	1	0
2	1	1	0
7	1	1	0
2	1	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
2	1	1	0
7	1	1	0
2	1	1	0
7	1	1	0
2	1	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
2	1	1	0
7	1	1	0
2	1	1	0
7	1	1	0
4	9	1	0
7	1	1	0
4	9	1	0
7	1	1	0
2	1	1	0
7	1	1	0
4	9	1	0
7	1	1	0
2	1	1	0
7	1	1	0
2	1	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
7	1	1	0
24	19	1	0
3	1	1	0
8	9	1	0
3	1	1	0
8	9	1	0
3	1	1	0
8	9	1	0
3	1	1	0
8	9	1	0
3	1	1	0
8	9	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
8	9	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
3	1	1	0
68	19	1	0
7	1	1	0
2	9	1	0
7	1	1	0
2	9	1	0
7	1	1	0
2	9	1	0
7	1	1	0
2	9	1	0
7	1	1	0
4	1	1	0
7	1	1	0
4	1	1	0
7	1	1	0
4	1	1	0
7	1	1	0
2	9	1	0
7	1	1	0
2	9	1	0
7	1	1	0
4	1	1	0
7	1	1	0
4	1	1	0
7	1	1	0
2	9	1	0
7	1	1	0
4	1	1	0
7	1	1	0
4	1	1	0
7	1	1	0
4	1	1	0
7	1	1	0
2	9	1	0
7	1	1	0
4	1	1	0
7	1	1	0
4	1	1	0
7	1	1	0
2	9	1	0
7	1	1	0
2	9	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
7	1	1	0
42	19	1	0
3	1	1	0
6	9	1	0
3	1	1	0
8	1	1	0
3	1	1	0
6	9	1	0
3	1	1	0
8	1	1	0
3	1	1	0
6	9	1	0
3	1	1	0
6	9	1	0
3	1	1	0
6	9	1	0
3	1	1	0
8	1	1	0
3	1	1	0
8	1	1	0
3	1	1	0
8	1	1	0
3	1	1	0
6	9	1	0
3	1	1	0
6	9	1	0
3	1	1	0
6	9	1	0
3	1	1	0
8	1	1	0
3	1	1	0
8	1	1	0
3	1	1	0
8	1	1	0
3	1	1	0
8	1	1	0
3	1	1	0
6	9	1	0
3	1	1	0
6	9	1	0
3	1	1	0
8	1	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
3	1	1	0
86	19	1	0
1	1	1	0
4	1	1	0
1	1	1	0
4	1	1	0
1	1	1	0
4	1	1	0
1	1	1	0
4	1	1	0
1	1	1	0
6	9	1	0
1	1	1	0
4	1	1	0
1	1	1	0
6	9	1	0
1	1	1	0
4	1	1	0
1	1	1	0
6	9	1	0
1	1	1	0
6	9	1	0
1	1	1	0
6	9	1	0
1	1	1	0
4	1	1	0
1	1	1	0
4	1	1	0
1	1	1	0
6	9	1	0
1	1	1	0
6	9	1	0
1	1	1	0
6	9	1	0
1	1	1	0
4	1	1	0
1	1	1	0
6	9	1	0
1	1	1	0
6	9	1	0
1	1	1	0
4	1	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
1	1	1	0
46	19	1	0
3	1	1	0
8	9	1	0
3	1	1	0
6	1	1	0
3	1	1	0
6	1	1	0
3	1	1	0
8	9	1	0
3	1	1	0
8	9	1	0
3	1	1	0
